season_code,league_name,division,Date,HomeTeam,AwayTeam,home_score,away_score,result,home_score_ht,away_score_ht,result_ht,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red
1819,Ligue 1,F1,2019-05-24,Amiens,Guingamp,2,1,H,1,0,H,19,16,9,4,3,3,7,15,0,0,0,0
1819,Ligue 1,F1,2019-05-24,Angers,St Etienne,1,1,D,0,0,D,14,15,5,4,7,8,12,4,1,1,0,0
1819,Ligue 1,F1,2019-05-24,Caen,Bordeaux,0,1,A,0,1,A,14,12,1,5,6,3,21,22,1,1,0,0
1819,Ligue 1,F1,2019-05-24,Dijon,Toulouse,2,1,H,0,1,A,12,13,6,3,4,5,9,11,2,2,0,0
1819,Ligue 1,F1,2019-05-24,Marseille,Montpellier,1,0,H,0,0,D,10,14,3,4,7,13,12,9,2,0,1,0
1819,Ligue 1,F1,2019-05-24,Nantes,Strasbourg,0,1,A,0,0,D,21,5,1,1,4,4,7,8,2,1,0,0
1819,Ligue 1,F1,2019-05-24,Nice,Monaco,2,0,H,1,0,H,8,11,2,4,3,4,13,10,2,3,0,0
1819,Ligue 1,F1,2019-05-24,Nimes,Lyon,2,3,A,2,1,H,17,19,8,8,11,9,8,8,1,1,0,0
1819,Ligue 1,F1,2019-05-24,Reims,Paris SG,3,1,H,1,0,H,10,13,6,2,4,5,14,8,2,1,0,0
1819,Ligue 1,F1,2019-05-24,Rennes,Lille,3,1,H,1,1,D,13,14,8,7,4,7,10,10,1,2,0,1
1920,Ligue 1,F1,2019-08-09,Monaco,Lyon,0,3,A,0,2,A,7,13,1,3,2,5,10,17,2,2,1,0
1920,Ligue 1,F1,2019-08-10,Angers,Bordeaux,3,1,H,3,1,H,14,8,4,3,4,3,11,15,2,1,0,0
1920,Ligue 1,F1,2019-08-10,Brest,Toulouse,1,1,D,1,0,H,16,13,5,3,4,7,11,14,0,0,0,0
1920,Ligue 1,F1,2019-08-10,Dijon,St Etienne,1,2,A,1,2,A,15,12,7,4,12,5,17,10,0,2,0,0
1920,Ligue 1,F1,2019-08-10,Marseille,Reims,0,2,A,0,0,D,10,8,2,5,5,3,18,8,1,0,0,0
1920,Ligue 1,F1,2019-08-10,Montpellier,Rennes,0,1,A,0,1,A,24,9,5,3,7,1,20,19,3,3,0,1
1920,Ligue 1,F1,2019-08-10,Nice,Amiens,2,1,H,1,0,H,17,8,6,2,7,3,10,8,3,4,0,1
1920,Ligue 1,F1,2019-08-11,Lille,Nantes,2,1,H,1,0,H,13,13,3,3,5,11,13,17,2,4,0,0
1920,Ligue 1,F1,2019-08-11,Paris SG,Nimes,3,0,H,1,0,H,12,5,5,1,2,6,17,8,2,0,0,0
1920,Ligue 1,F1,2019-08-11,Strasbourg,Metz,1,1,D,1,0,H,13,7,2,3,3,4,6,12,0,1,0,0
1920,Ligue 1,F1,2019-08-16,Lyon,Angers,6,0,H,3,0,H,11,10,9,3,2,5,7,14,1,2,0,0
1920,Ligue 1,F1,2019-08-17,Amiens,Lille,1,0,H,0,0,D,8,10,3,1,3,10,13,7,1,1,0,1
1920,Ligue 1,F1,2019-08-17,Bordeaux,Montpellier,1,1,D,0,1,A,13,10,4,4,3,5,15,21,2,1,0,0
1920,Ligue 1,F1,2019-08-17,Metz,Monaco,3,0,H,1,0,H,18,12,10,6,6,4,16,7,1,2,0,1
1920,Ligue 1,F1,2019-08-17,Nantes,Marseille,0,0,D,0,0,D,13,9,6,2,7,3,16,18,0,3,0,0
1920,Ligue 1,F1,2019-08-17,Nimes,Nice,1,2,A,1,2,A,18,6,5,3,2,1,21,12,5,5,2,1
1920,Ligue 1,F1,2019-08-17,Toulouse,Dijon,1,0,H,0,0,D,18,18,7,5,7,5,11,5,2,0,0,0
1920,Ligue 1,F1,2019-08-18,Reims,Strasbourg,0,0,D,0,0,D,11,4,1,1,2,4,18,19,2,0,0,0
1920,Ligue 1,F1,2019-08-18,Rennes,Paris SG,2,1,H,1,1,D,11,9,4,2,4,7,15,19,1,5,0,0
1920,Ligue 1,F1,2019-08-18,St Etienne,Brest,1,1,D,0,1,A,19,9,5,4,4,2,16,8,1,2,0,0
1920,Ligue 1,F1,2019-08-24,Amiens,Nantes,1,2,A,0,0,D,3,25,1,6,2,5,9,13,1,1,1,0
1920,Ligue 1,F1,2019-08-24,Angers,Metz,3,0,H,2,0,H,15,4,5,2,2,1,15,8,1,2,0,0
1920,Ligue 1,F1,2019-08-24,Brest,Reims,1,0,H,0,0,D,8,10,4,2,6,5,18,14,1,1,0,0
1920,Ligue 1,F1,2019-08-24,Dijon,Bordeaux,0,2,A,0,1,A,10,10,1,3,3,7,12,18,0,2,0,0
1920,Ligue 1,F1,2019-08-25,Monaco,Nimes,2,2,D,2,0,H,16,14,6,4,6,7,14,17,2,1,1,0
1920,Ligue 1,F1,2019-08-25,Paris SG,Toulouse,4,0,H,0,0,D,21,3,11,0,12,1,8,13,0,1,0,0
1920,Ligue 1,F1,2019-08-25,Strasbourg,Rennes,0,2,A,0,1,A,19,7,3,4,6,0,13,13,4,2,1,0
1920,Ligue 1,F1,2019-08-27,Montpellier,Lyon,1,0,H,1,0,H,19,14,5,4,8,2,14,11,2,4,0,1
1920,Ligue 1,F1,2019-08-28,Lille,St Etienne,3,0,H,1,0,H,16,9,7,4,3,3,9,12,0,0,0,0
1920,Ligue 1,F1,2019-08-28,Nice,Marseille,1,2,A,0,1,A,12,12,3,5,4,3,7,13,1,1,0,0
1920,Ligue 1,F1,2019-08-30,Metz,Paris SG,0,2,A,0,2,A,7,10,2,4,4,7,11,13,1,0,0,0
1920,Ligue 1,F1,2019-08-31,Angers,Dijon,2,0,H,0,0,D,12,5,3,2,5,3,11,17,0,2,0,0
1920,Ligue 1,F1,2019-08-31,Lyon,Bordeaux,1,1,D,1,0,H,10,18,3,6,4,5,12,14,4,3,1,0
1920,Ligue 1,F1,2019-08-31,Nantes,Montpellier,1,0,H,0,0,D,14,8,7,1,6,2,14,12,2,2,0,0
1920,Ligue 1,F1,2019-08-31,Nimes,Brest,3,0,H,2,0,H,21,7,8,3,8,2,11,17,3,4,0,0
1920,Ligue 1,F1,2019-08-31,Toulouse,Amiens,2,0,H,0,0,D,13,10,4,1,4,3,15,8,0,1,0,0
1920,Ligue 1,F1,2019-09-01,Marseille,St Etienne,1,0,H,1,0,H,9,12,2,3,5,6,16,7,5,2,0,0
1920,Ligue 1,F1,2019-09-01,Reims,Lille,2,0,H,0,0,D,12,11,5,3,5,1,19,15,3,2,0,1
1920,Ligue 1,F1,2019-09-01,Rennes,Nice,1,2,A,1,0,H,11,11,3,7,8,6,13,13,2,3,0,0
1920,Ligue 1,F1,2019-09-01,Strasbourg,Monaco,2,2,D,1,2,A,14,16,5,6,6,4,14,17,4,3,0,0
1920,Ligue 1,F1,2019-09-13,Amiens,Lyon,2,2,D,1,2,A,11,12,2,6,4,1,12,14,3,2,0,0
1920,Ligue 1,F1,2019-09-13,Lille,Angers,2,1,H,1,0,H,13,8,4,4,4,4,3,16,1,2,0,0
1920,Ligue 1,F1,2019-09-14,Bordeaux,Metz,2,0,H,2,0,H,15,15,6,3,4,6,18,15,2,2,0,0
1920,Ligue 1,F1,2019-09-14,Brest,Rennes,0,0,D,0,0,D,10,9,2,2,2,4,10,12,2,2,0,0
1920,Ligue 1,F1,2019-09-14,Dijon,Nimes,0,0,D,0,0,D,16,7,2,3,6,0,14,11,3,1,0,0
1920,Ligue 1,F1,2019-09-14,Montpellier,Nice,2,1,H,1,1,D,17,13,8,5,8,1,17,11,2,2,0,0
1920,Ligue 1,F1,2019-09-14,Paris SG,Strasbourg,1,0,H,0,0,D,16,6,7,3,5,2,12,12,2,2,0,0
1920,Ligue 1,F1,2019-09-15,Monaco,Marseille,3,4,A,2,2,D,12,13,8,6,6,4,9,14,3,3,0,0
1920,Ligue 1,F1,2019-09-15,Nantes,Reims,1,0,H,0,0,D,8,9,4,1,7,5,18,15,1,3,0,0
1920,Ligue 1,F1,2019-09-15,St Etienne,Toulouse,2,2,D,1,2,A,14,10,4,7,9,7,15,13,3,0,0,0
1920,Ligue 1,F1,2019-09-20,Strasbourg,Nantes,2,1,H,0,1,A,17,10,5,3,9,2,11,16,2,2,0,0
1920,Ligue 1,F1,2019-09-21,Bordeaux,Brest,2,2,D,1,2,A,18,13,5,3,5,9,9,11,4,3,0,0
1920,Ligue 1,F1,2019-09-21,Marseille,Montpellier,1,1,D,0,1,A,24,3,5,2,15,1,11,17,4,3,2,1
1920,Ligue 1,F1,2019-09-21,Metz,Amiens,1,2,A,0,1,A,13,9,4,5,4,6,13,12,1,1,0,0
1920,Ligue 1,F1,2019-09-21,Nice,Dijon,2,1,H,1,1,D,16,13,6,7,6,3,7,13,2,3,0,0
1920,Ligue 1,F1,2019-09-21,Nimes,Toulouse,1,0,H,1,0,H,19,9,4,2,5,7,14,11,1,3,0,1
1920,Ligue 1,F1,2019-09-21,Reims,Monaco,0,0,D,0,0,D,16,12,4,4,6,3,16,10,0,2,0,0
1920,Ligue 1,F1,2019-09-22,Angers,St Etienne,4,1,H,0,1,A,14,6,5,2,5,4,13,12,1,1,0,0
1920,Ligue 1,F1,2019-09-22,Lyon,Paris SG,0,1,A,0,0,D,12,21,0,7,2,11,8,6,1,1,0,0
1920,Ligue 1,F1,2019-09-22,Rennes,Lille,1,1,D,0,0,D,11,15,3,6,4,8,14,11,2,1,0,0
1920,Ligue 1,F1,2019-09-24,Dijon,Marseille,0,0,D,0,0,D,18,9,6,2,8,3,9,14,3,3,0,0
1920,Ligue 1,F1,2019-09-24,Monaco,Nice,3,1,H,1,0,H,17,10,5,3,5,7,10,14,2,3,0,0
1920,Ligue 1,F1,2019-09-25,Amiens,Bordeaux,1,3,A,1,2,A,11,15,3,6,3,3,15,13,2,2,0,0
1920,Ligue 1,F1,2019-09-25,Brest,Lyon,2,2,D,1,1,D,13,11,5,5,2,6,9,10,0,0,0,0
1920,Ligue 1,F1,2019-09-25,Lille,Strasbourg,2,0,H,1,0,H,12,5,5,1,4,2,7,12,0,1,0,0
1920,Ligue 1,F1,2019-09-25,Montpellier,Nimes,1,0,H,1,0,H,12,15,4,3,4,8,14,19,3,4,0,0
1920,Ligue 1,F1,2019-09-25,Nantes,Rennes,1,0,H,0,0,D,8,6,2,2,2,4,16,17,2,4,0,0
1920,Ligue 1,F1,2019-09-25,Paris SG,Reims,0,2,A,0,1,A,12,13,3,2,6,6,10,11,1,2,0,0
1920,Ligue 1,F1,2019-09-25,St Etienne,Metz,0,1,A,0,1,A,15,12,3,1,8,5,12,12,4,2,0,0
1920,Ligue 1,F1,2019-09-25,Toulouse,Angers,0,2,A,0,0,D,6,22,1,6,5,11,15,12,1,0,0,0
1920,Ligue 1,F1,2019-09-28,Angers,Amiens,1,1,D,0,1,A,23,8,6,4,10,2,10,13,1,0,0,0
1920,Ligue 1,F1,2019-09-28,Bordeaux,Paris SG,0,1,A,0,0,D,4,21,1,7,0,9,10,13,0,3,0,0
1920,Ligue 1,F1,2019-09-28,Lyon,Nantes,0,1,A,0,0,D,14,11,7,2,7,8,10,10,2,2,0,0
1920,Ligue 1,F1,2019-09-28,Metz,Toulouse,2,2,D,1,0,H,13,15,3,6,3,6,10,17,1,1,0,0
1920,Ligue 1,F1,2019-09-28,Monaco,Brest,4,1,H,1,0,H,21,5,13,1,7,1,7,15,1,2,0,0
1920,Ligue 1,F1,2019-09-28,Nice,Lille,1,1,D,1,1,D,12,11,5,6,6,5,8,14,2,2,0,0
1920,Ligue 1,F1,2019-09-28,Reims,Dijon,1,2,A,1,1,D,18,11,2,4,5,4,8,21,1,2,0,0
1920,Ligue 1,F1,2019-09-29,Marseille,Rennes,1,1,D,0,1,A,17,12,5,2,7,4,18,13,4,0,0,0
1920,Ligue 1,F1,2019-09-29,Nimes,St Etienne,0,1,A,0,0,D,22,6,8,4,13,5,12,15,1,4,0,1
1920,Ligue 1,F1,2019-09-29,Strasbourg,Montpellier,1,0,H,1,0,H,8,11,3,3,1,6,18,13,4,2,0,0
1920,Ligue 1,F1,2019-10-04,Amiens,Marseille,3,1,H,2,1,H,11,13,5,4,3,7,16,15,1,3,0,0
1920,Ligue 1,F1,2019-10-05,Brest,Metz,2,0,H,2,0,H,7,12,3,4,2,9,12,15,2,1,0,0
1920,Ligue 1,F1,2019-10-05,Dijon,Strasbourg,1,0,H,1,0,H,8,15,3,2,6,7,7,14,3,3,0,0
1920,Ligue 1,F1,2019-10-05,Montpellier,Monaco,3,1,H,2,0,H,17,14,10,4,6,8,18,11,1,2,0,1
1920,Ligue 1,F1,2019-10-05,Nantes,Nice,1,0,H,0,0,D,14,6,5,2,6,1,14,7,1,2,0,0
1920,Ligue 1,F1,2019-10-05,Paris SG,Angers,4,0,H,2,0,H,15,10,8,2,6,1,12,11,3,1,0,0
1920,Ligue 1,F1,2019-10-05,Toulouse,Bordeaux,1,3,A,0,2,A,15,10,4,4,5,4,16,16,4,2,0,0
1920,Ligue 1,F1,2019-10-06,Lille,Nimes,2,2,D,1,1,D,18,14,7,4,8,6,19,10,3,1,0,0
1920,Ligue 1,F1,2019-10-06,Rennes,Reims,0,1,A,0,0,D,18,13,3,7,5,3,13,19,1,3,0,0
1920,Ligue 1,F1,2019-10-06,St Etienne,Lyon,1,0,H,0,0,D,6,6,4,2,5,1,13,18,1,2,0,0
1920,Ligue 1,F1,2019-10-18,Nice,Paris SG,1,4,A,0,2,A,10,24,2,10,1,13,12,15,3,2,2,0
1920,Ligue 1,F1,2019-10-19,Angers,Brest,0,1,A,0,0,D,29,6,6,1,13,3,10,11,1,0,0,0
1920,Ligue 1,F1,2019-10-19,Lyon,Dijon,0,0,D,0,0,D,24,6,10,1,8,1,12,11,0,0,0,0
1920,Ligue 1,F1,2019-10-19,Metz,Nantes,1,0,H,0,0,D,10,9,2,2,3,3,16,13,2,1,0,1
1920,Ligue 1,F1,2019-10-19,Nimes,Amiens,1,1,D,1,0,H,11,13,3,5,1,11,11,15,2,4,0,0
1920,Ligue 1,F1,2019-10-19,Reims,Montpellier,1,0,H,1,0,H,12,9,5,0,4,8,19,11,2,0,0,0
1920,Ligue 1,F1,2019-10-19,Toulouse,Lille,2,1,H,0,0,D,17,9,6,2,3,4,15,11,2,4,0,0
1920,Ligue 1,F1,2019-10-20,Bordeaux,St Etienne,0,1,A,0,0,D,12,6,6,3,8,5,7,18,0,3,0,0
1920,Ligue 1,F1,2019-10-20,Marseille,Strasbourg,2,0,H,1,0,H,11,10,6,2,5,7,13,15,3,2,0,0
1920,Ligue 1,F1,2019-10-20,Monaco,Rennes,3,2,H,1,1,D,14,10,5,3,3,3,15,15,2,3,0,0
1920,Ligue 1,F1,2019-10-25,Nantes,Monaco,0,1,A,0,1,A,15,7,4,2,5,3,9,13,2,2,0,0
1920,Ligue 1,F1,2019-10-26,Brest,Dijon,2,0,H,0,0,D,15,14,7,5,9,5,10,8,0,0,1,0
1920,Ligue 1,F1,2019-10-26,Lille,Bordeaux,3,0,H,1,0,H,11,5,3,1,3,3,17,18,0,2,0,0
1920,Ligue 1,F1,2019-10-26,Lyon,Metz,2,0,H,2,0,H,18,16,7,3,7,2,12,9,1,2,0,0
1920,Ligue 1,F1,2019-10-26,Montpellier,Angers,0,0,D,0,0,D,14,13,3,6,5,2,14,12,2,3,0,0
1920,Ligue 1,F1,2019-10-26,Reims,Nimes,0,0,D,0,0,D,10,7,3,1,4,6,15,13,3,1,0,0
1920,Ligue 1,F1,2019-10-26,Strasbourg,Nice,1,0,H,1,0,H,20,9,6,5,4,7,22,12,1,3,0,1
1920,Ligue 1,F1,2019-10-27,Paris SG,Marseille,4,0,H,4,0,H,11,5,7,1,5,3,10,6,2,1,0,0
1920,Ligue 1,F1,2019-10-27,Rennes,Toulouse,3,2,H,2,1,H,14,15,6,5,7,5,18,20,1,2,0,0
1920,Ligue 1,F1,2019-10-27,St Etienne,Amiens,2,2,D,1,0,H,15,11,1,5,5,4,17,17,2,3,0,0
1920,Ligue 1,F1,2019-11-01,Dijon,Paris SG,2,1,H,1,1,D,10,20,6,4,3,6,12,9,3,2,0,0
1920,Ligue 1,F1,2019-11-02,Amiens,Brest,1,0,H,1,0,H,6,14,2,3,3,9,12,11,3,1,0,0
1920,Ligue 1,F1,2019-11-02,Angers,Strasbourg,1,0,H,1,0,H,9,8,5,3,4,8,13,20,1,1,0,0
1920,Ligue 1,F1,2019-11-02,Marseille,Lille,2,1,H,0,0,D,11,6,1,2,4,4,13,15,1,3,0,0
1920,Ligue 1,F1,2019-11-02,Metz,Montpellier,2,2,D,1,0,H,11,12,4,4,5,3,12,19,1,2,0,0
1920,Ligue 1,F1,2019-11-02,Toulouse,Lyon,2,3,A,1,1,D,12,21,5,8,5,5,10,4,3,0,0,0
1920,Ligue 1,F1,2019-11-03,Bordeaux,Nantes,2,0,H,1,0,H,10,9,7,2,6,9,18,17,4,3,0,0
1920,Ligue 1,F1,2019-11-03,Nice,Reims,2,0,H,2,0,H,12,11,6,3,5,4,11,17,1,3,0,1
1920,Ligue 1,F1,2019-11-03,St Etienne,Monaco,1,0,H,0,0,D,12,11,5,2,2,1,13,10,1,1,0,1
1920,Ligue 1,F1,2019-11-08,Nice,Bordeaux,1,1,D,1,0,H,10,10,5,4,3,4,13,16,2,2,0,0
1920,Ligue 1,F1,2019-11-09,Brest,Paris SG,1,2,A,0,1,A,17,18,4,8,5,4,10,13,1,2,0,0
1920,Ligue 1,F1,2019-11-09,Lille,Metz,0,0,D,0,0,D,13,4,5,1,9,1,16,13,2,2,0,0
1920,Ligue 1,F1,2019-11-09,Monaco,Dijon,1,0,H,1,0,H,18,15,7,3,6,9,11,8,2,0,0,0
1920,Ligue 1,F1,2019-11-09,Reims,Angers,0,0,D,0,0,D,9,13,2,2,2,12,14,11,1,3,0,1
1920,Ligue 1,F1,2019-11-09,Strasbourg,Nimes,4,1,H,2,0,H,20,10,10,4,2,2,13,9,2,2,0,1
1920,Ligue 1,F1,2019-11-10,Marseille,Lyon,2,1,H,2,0,H,10,11,4,4,6,7,14,9,3,0,1,0
1920,Ligue 1,F1,2019-11-10,Montpellier,Toulouse,3,0,H,1,0,H,8,6,3,2,1,3,19,17,2,2,0,0
1920,Ligue 1,F1,2019-11-10,Nantes,St Etienne,2,3,A,2,2,D,9,11,6,4,3,3,6,9,1,0,0,0
1920,Ligue 1,F1,2019-11-10,Rennes,Amiens,3,1,H,1,1,D,22,13,11,6,5,3,12,17,3,4,0,0
1920,Ligue 1,F1,2019-11-22,Paris SG,Lille,2,0,H,2,0,H,11,13,4,8,6,5,13,11,2,0,0,0
1920,Ligue 1,F1,2019-11-23,Amiens,Strasbourg,0,4,A,0,1,A,5,17,0,9,3,7,7,8,2,1,1,0
1920,Ligue 1,F1,2019-11-23,Angers,Nimes,1,0,H,0,0,D,21,10,7,2,3,2,12,6,2,1,0,0
1920,Ligue 1,F1,2019-11-23,Brest,Nantes,1,1,D,0,1,A,13,11,4,4,6,5,8,11,2,1,0,0
1920,Ligue 1,F1,2019-11-23,Dijon,Rennes,2,1,H,0,0,D,16,11,6,4,4,4,18,15,1,2,0,0
1920,Ligue 1,F1,2019-11-23,Lyon,Nice,2,1,H,2,0,H,9,17,4,7,3,6,13,13,2,4,1,1
1920,Ligue 1,F1,2019-11-23,Metz,Reims,1,1,D,0,1,A,9,18,2,6,6,5,14,13,2,2,0,1
1920,Ligue 1,F1,2019-11-24,Bordeaux,Monaco,2,1,H,1,1,D,17,11,6,3,5,12,16,20,3,5,0,1
1920,Ligue 1,F1,2019-11-24,St Etienne,Montpellier,0,0,D,0,0,D,9,8,2,2,1,5,18,19,3,3,0,0
1920,Ligue 1,F1,2019-11-24,Toulouse,Marseille,0,2,A,0,0,D,10,14,3,7,1,7,16,13,3,3,1,0
1920,Ligue 1,F1,2019-11-29,Marseille,Brest,2,1,H,0,0,D,34,4,10,1,8,0,11,14,0,2,0,0
1920,Ligue 1,F1,2019-11-30,Lille,Dijon,1,0,H,1,0,H,19,8,5,0,11,3,16,16,2,1,0,0
1920,Ligue 1,F1,2019-11-30,Montpellier,Amiens,4,2,H,1,1,D,20,6,10,2,4,2,13,15,1,2,0,1
1920,Ligue 1,F1,2019-11-30,Nice,Angers,3,1,H,1,1,D,10,10,7,4,0,7,10,13,2,1,0,0
1920,Ligue 1,F1,2019-11-30,Nimes,Metz,1,1,D,0,1,A,14,10,3,4,6,2,12,19,1,6,0,0
1920,Ligue 1,F1,2019-11-30,Reims,Bordeaux,1,1,D,0,1,A,19,5,6,1,15,2,14,14,2,1,1,0
1920,Ligue 1,F1,2019-11-30,Strasbourg,Lyon,1,2,A,1,1,D,9,8,2,4,3,1,12,11,3,1,0,0
1920,Ligue 1,F1,2019-12-01,Nantes,Toulouse,2,1,H,1,0,H,21,7,8,3,10,4,15,15,1,3,0,1
1920,Ligue 1,F1,2019-12-01,Rennes,St Etienne,2,1,H,1,1,D,14,5,5,1,6,1,15,11,1,3,0,0
1920,Ligue 1,F1,2019-12-03,Angers,Marseille,0,2,A,0,2,A,9,10,2,4,3,1,11,11,1,1,0,0
1920,Ligue 1,F1,2019-12-03,Bordeaux,Nimes,6,0,H,2,0,H,12,7,8,1,0,6,14,13,2,1,0,0
1920,Ligue 1,F1,2019-12-03,Brest,Strasbourg,5,0,H,2,0,H,11,9,8,3,3,7,9,11,2,1,0,0
1920,Ligue 1,F1,2019-12-03,Lyon,Lille,0,1,A,0,0,D,11,8,3,2,9,1,13,9,1,2,0,0
1920,Ligue 1,F1,2019-12-04,Dijon,Montpellier,2,2,D,1,2,A,18,18,2,6,12,6,15,20,3,3,0,0
1920,Ligue 1,F1,2019-12-04,Metz,Rennes,0,1,A,0,1,A,20,12,4,2,8,8,13,8,2,0,0,0
1920,Ligue 1,F1,2019-12-04,Paris SG,Nantes,2,0,H,0,0,D,10,11,6,4,5,9,11,14,1,2,0,0
1920,Ligue 1,F1,2019-12-04,St Etienne,Nice,4,1,H,3,1,H,15,16,7,4,8,5,15,11,2,3,0,0
1920,Ligue 1,F1,2019-12-04,Toulouse,Monaco,1,2,A,1,1,D,14,18,3,7,2,6,18,10,0,1,0,0
1920,Ligue 1,F1,2019-12-06,Lille,Brest,1,0,H,1,0,H,16,6,10,0,7,3,10,9,0,1,0,0
1920,Ligue 1,F1,2019-12-06,Nimes,Lyon,0,4,A,0,1,A,6,22,2,8,1,5,10,15,2,2,2,0
1920,Ligue 1,F1,2019-12-07,Monaco,Amiens,3,0,H,0,0,D,20,5,8,2,8,1,10,8,0,0,0,0
1920,Ligue 1,F1,2019-12-07,Montpellier,Paris SG,1,3,A,1,0,H,6,14,1,5,4,4,17,18,5,3,1,0
1920,Ligue 1,F1,2019-12-07,Nice,Metz,4,1,H,2,0,H,14,18,5,3,2,4,8,13,0,2,0,0
1920,Ligue 1,F1,2019-12-07,Rennes,Angers,2,1,H,1,0,H,8,12,3,1,4,4,15,12,3,1,0,0
1920,Ligue 1,F1,2019-12-07,Strasbourg,Toulouse,4,2,H,2,1,H,18,14,7,9,3,5,10,7,0,1,0,0
1920,Ligue 1,F1,2019-12-08,Marseille,Bordeaux,3,1,H,0,1,A,25,3,6,2,7,0,10,9,2,1,0,0
1920,Ligue 1,F1,2019-12-08,Nantes,Dijon,1,0,H,0,0,D,17,5,6,1,9,1,12,14,1,2,0,0
1920,Ligue 1,F1,2019-12-08,Reims,St Etienne,3,1,H,1,0,H,10,11,3,4,1,2,10,14,2,2,0,0
1920,Ligue 1,F1,2019-12-13,Lille,Montpellier,2,1,H,1,0,H,14,10,9,4,4,5,13,15,3,1,0,0
1920,Ligue 1,F1,2019-12-14,Amiens,Dijon,1,1,D,1,1,D,6,10,2,5,5,3,15,8,1,3,0,0
1920,Ligue 1,F1,2019-12-14,Angers,Monaco,0,0,D,0,0,D,10,7,5,2,7,6,16,15,4,3,0,0
1920,Ligue 1,F1,2019-12-14,Brest,Nice,0,0,D,0,0,D,16,15,4,7,5,6,13,11,3,2,0,0
1920,Ligue 1,F1,2019-12-14,Metz,Marseille,1,1,D,1,0,H,6,16,3,5,1,7,15,13,4,1,0,0
1920,Ligue 1,F1,2019-12-14,Nimes,Nantes,0,1,A,0,1,A,16,10,4,5,9,3,17,21,0,3,0,0
1920,Ligue 1,F1,2019-12-14,Toulouse,Reims,0,1,A,0,1,A,9,10,5,4,4,8,17,14,0,2,0,0
1920,Ligue 1,F1,2019-12-15,Bordeaux,Strasbourg,0,1,A,0,1,A,13,7,3,4,5,7,12,13,3,2,0,0
1920,Ligue 1,F1,2019-12-15,Lyon,Rennes,0,1,A,0,0,D,10,12,3,6,5,7,20,15,3,3,0,0
1920,Ligue 1,F1,2019-12-15,St Etienne,Paris SG,0,4,A,0,2,A,11,21,2,13,5,2,4,9,1,1,1,0
1920,Ligue 1,F1,2019-12-21,Dijon,Metz,2,2,D,2,1,H,19,9,5,3,3,5,13,10,2,3,0,1
1920,Ligue 1,F1,2019-12-21,Marseille,Nimes,3,1,H,0,0,D,19,12,9,5,7,4,12,8,3,2,0,0
1920,Ligue 1,F1,2019-12-21,Monaco,Lille,5,1,H,2,1,H,15,9,6,4,5,6,10,15,5,1,1,0
1920,Ligue 1,F1,2019-12-21,Montpellier,Brest,4,0,H,2,0,H,17,17,6,4,3,2,12,15,1,1,0,0
1920,Ligue 1,F1,2019-12-21,Nantes,Angers,1,2,A,1,0,H,9,13,1,7,5,4,15,6,1,0,0,0
1920,Ligue 1,F1,2019-12-21,Nice,Toulouse,3,0,H,3,0,H,15,8,5,0,12,4,9,18,1,4,0,0
1920,Ligue 1,F1,2019-12-21,Paris SG,Amiens,4,1,H,1,0,H,22,8,10,3,7,3,16,10,0,1,0,0
1920,Ligue 1,F1,2019-12-21,Reims,Lyon,1,1,D,1,1,D,12,15,3,4,4,4,11,16,2,3,0,0
1920,Ligue 1,F1,2019-12-21,Rennes,Bordeaux,1,0,H,0,0,D,12,13,5,2,2,8,11,13,0,3,0,0
1920,Ligue 1,F1,2019-12-21,Strasbourg,St Etienne,2,1,H,1,0,H,5,6,3,1,2,7,16,13,3,2,0,0
1920,Ligue 1,F1,2020-01-10,Rennes,Marseille,0,1,A,0,0,D,9,10,2,4,4,1,15,17,2,5,0,0
1920,Ligue 1,F1,2020-01-11,Amiens,Montpellier,1,2,A,1,0,H,7,11,3,4,4,1,18,13,2,1,0,0
1920,Ligue 1,F1,2020-01-11,Angers,Nice,1,1,D,1,1,D,16,8,9,2,7,2,11,12,1,3,0,0
1920,Ligue 1,F1,2020-01-11,Bordeaux,Lyon,1,2,A,1,0,H,5,22,2,6,5,4,12,12,1,3,0,0
1920,Ligue 1,F1,2020-01-11,Metz,Strasbourg,1,0,H,0,0,D,9,14,4,3,1,6,12,16,1,2,0,0
1920,Ligue 1,F1,2020-01-11,Nimes,Reims,2,0,H,1,0,H,13,6,4,2,5,3,17,26,1,5,0,1
1920,Ligue 1,F1,2020-01-11,Toulouse,Brest,2,5,A,2,1,H,12,15,5,9,5,6,19,10,1,0,0,0
1920,Ligue 1,F1,2020-01-12,Dijon,Lille,1,0,H,0,0,D,15,12,7,6,2,7,11,20,2,4,1,1
1920,Ligue 1,F1,2020-01-12,Paris SG,Monaco,3,3,D,3,2,H,13,16,6,6,7,7,6,9,0,3,0,0
1920,Ligue 1,F1,2020-01-12,St Etienne,Nantes,0,2,A,0,1,A,10,11,1,4,2,1,14,10,2,1,0,0
1920,Ligue 1,F1,2020-01-15,Amiens,Reims,1,1,D,0,1,A,6,6,3,1,2,1,26,16,1,3,0,0
1920,Ligue 1,F1,2020-01-15,Monaco,Paris SG,1,4,A,0,2,A,13,17,4,12,3,5,9,14,2,3,0,0
